CustomerKey,FirstName,LastName,FullName,Gender,ShortPhoneNumn,DateFirstPurchase,CustomerCity
12760,Krista,Gomez,Krista Gomez,Female,149,3/22/2013,Cliffside
12761,Alexandra,Richardson,Alexandra Richardson,Female,117,12/23/2011,Woodburn
12762,Jonathan,Smith,Jonathan Smith,Male,187,12/22/2011,Spring Valley
12763,Chloe,Russell,Chloe Russell,Female,116,6/3/2013,Cliffside
12764,Alexandra,Harris,Alexandra Harris,Female,165,12/16/2011,Tacoma
12765,Robyn,Gill,Robyn Gill,Female,149,3/18/2013,Cliffside
12766,Jordyn,Bryant,Jordyn Bryant,Female,181,12/21/2011,Corvallis
12767,Christopher,Robinson,Christopher Robinson,Male,123,8/23/2013,Yakima
12768,Johnathan,Chapman,Johnathan Chapman,Male,191,12/12/2011,Colma
12769,Thomas,Zhang,Thomas Zhang,Male,155,12/23/2011,Olympia
12770,Charles,Evans,Charles Evans,Male,140,12/18/2011,Los Angeles
12771,Morgan,Thomas,Morgan Thomas,Female,176,12/9/2011,Spring Valley
12772,Abigail,Clark,Abigail Clark,Female,176,12/7/2011,Everett
12773,Samantha,Taylor,Samantha Taylor,Female,192,12/27/2011,Bellingham
12774,Kristen,Gao,Kristen Gao,Female,152,12/20/2011,Burlingame
12775,Connor,Griffin,Connor Griffin,Male,175,6/8/2013,Palo Alto
12776,Blake,Campbell,Blake Campbell,Male,186,3/26/2013,Yakima
12777,Joseph,Anderson,Joseph Anderson,Male,186,12/7/2011,Lynnwood
12778,Connie,Morgan,Connie Morgan,Female,185,12/20/2013,Santa Cruz
12779,Mason,Rogers,Mason Rogers,Male,199,12/1/2011,Yakima
12780,Jeremy,Richardson,Jeremy Richardson,Male,123,12/21/2011,Olympia
12781,Emma,James,Emma James,Female,111,6/18/2013,Langley
12782,Elizabeth,Long,Elizabeth Long,Female,171,7/2/2013,Sooke
12783,Jerome,Gutierrez,Jerome Gutierrez,Male,154,7/29/2013,Cliffside
12784,Jonathan,Campbell,Jonathan Campbell,Male,133,12/19/2011,Salem
12785,Javier,Ortega,Javier Ortega,Male,128,7/28/2013,Burnaby
12786,James,Yang,James Yang,Male,139,11/11/2013,Bellflower
12787,Katelyn,Cook,Katelyn Cook,Female,172,5/12/2013,Puyallup
12788,Amanda,Nelson,Amanda Nelson,Female,127,7/5/2013,Chula Vista
12789,Jamie,Zeng,Jamie Zeng,Female,191,12/23/2011,Burlingame
12790,Brandon,Kumar,Brandon Kumar,Male,115,12/13/2013,Lemon Grove
12791,Angelica,Foster,Angelica Foster,Female,117,2/22/2013,Long Beach
12792,Blake,White,Blake White,Male,154,1/6/2014,Bremerton
12793,Jessie,Guo,Jessie Guo,Male,172,2/19/2013,Chula Vista
12794,Megan,Jackson,Megan Jackson,Female,136,8/26/2013,Woodburn
12795,Antonio,Foster,Antonio Foster,Male,158,2/3/2013,Metchosin
12796,Jason,Zhang,Jason Zhang,Male,172,4/4/2013,Bremerton
12797,Patrick,Howard,Patrick Howard,Male,182,6/23/2013,West Covina
12798,Andy,Gutierrez,Andy Gutierrez,Male,195,3/8/2013,Tremblay-en-France
12799,George,Chandra,George Chandra,Male,127,6/22/2013,Neunkirchen
12800,Lacey,Chen,Lacey Chen,Female,126,8/20/2013,Leipzig
12801,Melody,Browning,Melody Browning,Female,182,1/24/2014,Erlangen
12802,Alan,Sun,Alan Sun,Male,153,1/12/2014,Stuttgart
12803,Heather,Li,Heather Li,Female,120,5/6/2013,York
12804,Jaclyn,Chander,Jaclyn Chander,Female,132,10/3/2011,Villeneuve-d'Ascq
12805,Marvin,Moreno,Marvin Moreno,Male,110,10/24/2011,Colombes
12806,Ronnie,Zeng,Ronnie Zeng,Male,115,11/18/2012,München
12807,Nina,Kumar,Nina Kumar,Female,115,11/9/2012,Offenbach
12808,Marc,Schmidt,Marc Schmidt,Male,115,10/8/2012,York
12809,Michele,Navarro,Michele Navarro,Female,118,5/7/2013,Grevenbroich
12810,Chase,Stewart,Chase Stewart,Male,144,12/1/2013,Werne
12811,Marc,Serrano,Marc Serrano,Male,117,10/25/2013,Salzgitter
12812,Brandi,Sanz,Brandi Sanz,Female,185,5/16/2013,Tremblay-en-France
12813,Reginald,Ramos,Reginald Ramos,Male,119,11/2/2012,Dresden
12814,Casey,Sharma,Casey Sharma,Female,176,4/28/2013,Essen
12815,Dominique,Mehta,Dominique Mehta,Female,164,10/26/2013,München
12816,Tammy,Mehta,Tammy Mehta,Female,191,11/19/2012,München
12817,Theodore,Suarez,Theodore Suarez,Male,123,11/24/2011,Paris
12818,Curtis,She,Curtis She,Male,127,11/27/2013,Drancy
12819,Nicolas,Chander,Nicolas Chander,Male,125,11/5/2011,Saint Germain en Laye
12820,Derek,Tang,Derek Tang,Male,195,11/13/2011,Orleans
12821,Cesar,McDonald,Cesar McDonald,Male,199,6/5/2013,Roubaix
12822,Alexandra,James,Alexandra James,Female,117,11/26/2013,Werne
12823,Bethany,She,Bethany She,Female,112,12/24/2013,Roncq
12824,Kristopher,Subram,Kristopher Subram,Male,189,12/10/2013,Paris
12825,Kelvin,Hu,Kelvin Hu,Male,153,11/15/2012,Hamburg
12826,Caleb,Gonzalez,Caleb Gonzalez,Male,191,11/17/2012,Kassel
12827,Nicolas,Raje,Nicolas Raje,Male,117,12/8/2012,Saarbrücken
12828,Carol,Rubio,Carol Rubio,Female,126,3/18/2013,Saarlouis
12829,Micah,Li,Micah Li,Male,164,12/8/2012,Sulzbach Taunus
12830,Russell,Raje,Russell Raje,Male,173,11/10/2011,Saint-Denis
12831,Kathryn,Lal,Kathryn Lal,Female,121,11/15/2013,Poing
12832,Douglas,Prasad,Douglas Prasad,Male,153,3/23/2013,Berlin
12833,Sheena,Goel,Sheena Goel,Female,145,12/24/2012,Berlin
12834,Kelsey,Xie,Kelsey Xie,Female,185,11/18/2011,Paris
12835,Karl,Yuan,Karl Yuan,Male,131,6/2/2013,Ingolstadt
12836,Rodney,Munoz,Rodney Munoz,Male,114,6/10/2013,Cheltenham
12837,Nicole,Anderson,Nicole Anderson,Female,199,2/10/2013,Hof
12838,Ralph,Beck,Ralph Beck,Male,160,3/30/2013,Neunkirchen
12839,Dominique,Fernandez,Dominique Fernandez,Female,183,10/10/2012,Oxon
12840,Naomi,Sanz,Naomi Sanz,Female,166,2/26/2013,Gateshead
12841,Yolanda,Xie,Yolanda Xie,Female,135,11/26/2011,Les Ulis
12842,Kelvin,Becker,Kelvin Becker,Male,124,9/25/2013,Paris
12843,Summer,Smith,Summer Smith,Female,117,11/14/2011,Saint Ouen
12844,Gerald,Gonzalez,Gerald Gonzalez,Male,137,3/25/2013,Münster
12845,Angela,Torres,Angela Torres,Female,187,5/22/2013,Solingen
12846,Bridget,Nara,Bridget Nara,Female,120,12/21/2012,Bottrop
12847,Colin,Chander,Colin Chander,Male,184,6/26/2013,Kirkby
12848,Brittney,Lu,Brittney Lu,Female,116,5/29/2013,Reading
12849,Adam,Baker,Adam Baker,Male,118,11/11/2011,Drancy
12850,Johnny,Raji,Johnny Raji,Male,145,12/27/2012,Frankfurt
12851,Brandy,Sai,Brandy Sai,Female,175,11/26/2013,Orleans
12852,Teresa,Carlson,Teresa Carlson,Female,159,12/5/2012,Stuttgart
12853,Evelyn,Malhotra,Evelyn Malhotra,Female,134,10/15/2012,Gloucestershire
12854,Reginald,Romero,Reginald Romero,Male,188,10/1/2012,Lancaster
12855,Philip,Diaz,Philip Diaz,Male,148,10/6/2012,Leeds
12856,Rosa,Lin,Rosa Lin,Female,161,10/5/2012,London
12857,Raul,Kumar,Raul Kumar,Male,154,9/29/2012,Warrington
12858,Adriana,Mehta,Adriana Mehta,Female,116,12/16/2012,Berlin
12859,Evelyn,Gonzalez,Evelyn Gonzalez,Female,159,10/2/2012,Billericay
12860,Jillian,Prasad,Jillian Prasad,Female,162,11/16/2012,Wokingham
12861,Robyn,Jimenez,Robyn Jimenez,Female,110,11/19/2012,London
12862,Melinda,Ortega,Melinda Ortega,Female,128,10/6/2013,Pantin
12863,Caleb,Zhang,Caleb Zhang,Male,177,12/8/2012,Paderborn
12864,Michelle,Townsend,Michelle Townsend,Female,165,2/25/2013,Billericay
12865,Brandy,Martinez,Brandy Martinez,Female,177,4/5/2013,Reading
12866,Janelle,Fernandez,Janelle Fernandez,Female,173,11/11/2011,Paris
12867,Laura,Ye,Laura Ye,Female,196,12/11/2012,Paderborn
12868,Julie,Anand,Julie Anand,Female,151,3/19/2013,Paris
12869,Alisha,Tang,Alisha Tang,Female,137,2/13/2013,Boulogne-sur-Mer
12870,Tyrone,Munoz,Tyrone Munoz,Male,122,12/13/2013,Bonn
12871,Leah,Li,Leah Li,Female,122,11/9/2013,Bracknell
12872,Olivia,Hughes,Olivia Hughes,Female,156,11/28/2013,Erlangen
12873,Mandar,Samant,Mandar Samant,Female,100,11/6/2012,London
12874,Kirk,Nason,Kirk Nason,Female,190,11/13/2012,London
12875,Brianna,Ross,Brianna Ross,Female,118,12/12/2013,Bellingham
12876,Blake,Robinson,Blake Robinson,Male,149,1/12/2014,Oakland
12877,Alexander,Williams,Alexander Williams,Male,141,6/13/2013,Sedro Woolley
12878,Gilbert,Sun,Gilbert Sun,Male,171,2/23/2013,Beverly Hills
12879,Elijah,Nelson,Elijah Nelson,Male,178,12/22/2013,Los Angeles
12880,Luis,Hayes,Luis Hayes,Male,116,5/13/2013,Port Hammond
12881,Isabella,Edwards,Isabella Edwards,Female,178,12/16/2011,Burbank
12882,Eduardo,Allen,Eduardo Allen,Male,162,12/18/2011,San Carlos
12883,Stephanie,Bailey,Stephanie Bailey,Female,183,12/13/2011,Coronado
12884,Megan,Williams,Megan Williams,Female,124,12/4/2011,Woodland Hills
12885,Jonathan,Anderson,Jonathan Anderson,Male,179,12/10/2011,San Francisco
12886,Jocelyn,Long,Jocelyn Long,Female,177,12/17/2011,San Diego
12887,Brendan,Pal,Brendan Pal,Male,165,10/20/2013,Bellflower
12888,Melissa,Barnes,Melissa Barnes,Female,111,10/13/2013,Lake Oswego
12889,James,Adams,James Adams,Male,189,10/1/2013,Portland
12890,Steven,Thorpe,Steven Thorpe,Male,151,1/5/2014,Novato
12891,Kaylee,King,Kaylee King,Female,122,12/17/2013,Oregon City
12892,Brian,Peterson,Brian Peterson,Male,137,2/14/2013,Royal Oak
12893,Brittany,Foster,Brittany Foster,Female,178,7/21/2013,Redwood City
12894,Natalie,Walker,Natalie Walker,Female,110,7/15/2013,Santa Cruz
12895,Destiny,Anderson,Destiny Anderson,Female,139,2/16/2013,Burnaby
12896,Victoria,Wood,Victoria Wood,Female,132,3/30/2013,Corvallis
12897,Alyssa,Wilson,Alyssa Wilson,Female,134,9/5/2013,Burbank
12898,Madeline,Campbell,Madeline Campbell,Female,142,12/10/2011,Burbank
12899,Ana,Ross,Ana Ross,Female,185,12/17/2013,Glendale
12900,Carlos,Ward,Carlos Ward,Male,166,11/19/2013,Palo Alto
12901,Robert,Adams,Robert Adams,Male,126,12/5/2011,W. Linn
12902,Julia,Stewart,Julia Stewart,Female,197,7/23/2013,Vancouver
12903,John,Sandstone,John Sandstone,Female,100,7/8/2013,Cliffside
12904,Thomas,Jai,Thomas Jai,Male,113,12/22/2011,Chula Vista
12905,Alexandra,Sanchez,Alexandra Sanchez,Female,143,8/14/2013,Lynnwood
12906,Philip,Ramos,Philip Ramos,Male,145,2/16/2013,Burien
12907,Julia,Bryant,Julia Bryant,Female,135,3/19/2013,Kirkland
12908,Tyler,Clark,Tyler Clark,Male,118,3/6/2013,Renton
12909,Kelsey,Shan,Kelsey Shan,Female,128,10/18/2013,Berkeley
12910,Robert,Brown,Robert Brown,Male,160,10/6/2013,Berkeley
12911,Sebastian,Rogers,Sebastian Rogers,Male,192,1/6/2014,Burlingame
12912,Brianna,Morris,Brianna Morris,Female,144,12/27/2011,Lake Oswego
12913,Benjamin,Moore,Benjamin Moore,Male,170,12/25/2011,Renton
12914,Jill,Miller,Jill Miller,Female,113,7/6/2013,Port Hammond
12915,Kaitlyn,Alexander,Kaitlyn Alexander,Female,157,12/10/2011,Puyallup
12916,Natalie,Ross,Natalie Ross,Female,116,5/10/2013,Port Hammond
12917,Vanessa,Russell,Vanessa Russell,Female,157,12/21/2011,Woodburn
12918,Brooke,Murphy,Brooke Murphy,Female,164,1/3/2012,Santa Monica
12919,Carlos,Hill,Carlos Hill,Male,171,2/12/2013,Langford
12920,Kelly,Henderson,Kelly Henderson,Female,160,6/17/2013,Edmonds
12921,Wyatt,Lee,Wyatt Lee,Male,188,1/24/2012,Imperial Beach
12922,Jennifer,Sanders,Jennifer Sanders,Female,184,1/17/2012,Palo Alto
12923,Fernando,Wright,Fernando Wright,Male,185,1/16/2012,Mill Valley
12924,Devon,Chande,Devon Chande,Male,110,11/1/2013,Beverly Hills
12925,Mackenzie,Blue,Mackenzie Blue,Female,112,3/15/2013,Burbank
12926,Sara,Murphy,Sara Murphy,Female,178,1/22/2012,Lakewood
12927,Savannah,Sanchez,Savannah Sanchez,Female,180,4/27/2013,Bellflower
12928,Carol,Wright,Carol Wright,Female,157,3/19/2013,Newton
12929,Vanessa,Bryant,Vanessa Bryant,Female,127,12/31/2011,Corvallis
12930,Grace,Harris,Grace Harris,Female,111,1/11/2012,Everett
12931,Ann,Fernandez,Ann Fernandez,Female,155,2/4/2013,Chula Vista
12932,Tyler,Johnson,Tyler Johnson,Male,125,4/26/2013,Colma
12933,Jonathan,Hall,Jonathan Hall,Male,119,6/22/2013,Colma
12934,Jason,Foster,Jason Foster,Male,194,1/7/2012,Lincoln Acres
12935,Robert,Hill,Robert Hill,Male,153,1/19/2012,Newport Beach
12936,Renee,Moreno,Renee Moreno,Female,114,9/25/2013,Cliffside
12937,Megan,Wilson,Megan Wilson,Female,164,8/4/2013,Seattle
12938,Edward,Parker,Edward Parker,Male,127,2/19/2013,Spokane
12939,Eduardo,Parker,Eduardo Parker,Male,192,3/22/2013,Shawnee
12940,Steven,Rogers,Steven Rogers,Male,163,6/12/2013,Santa Monica
12941,Maria,Morgan,Maria Morgan,Female,135,1/14/2012,Lynnwood
12942,Morgan,Harris,Morgan Harris,Female,172,1/10/2012,Downey
12943,Caleb,Perez,Caleb Perez,Male,156,4/25/2013,Grossmont
12944,Jose,Jai,Jose Jai,Male,182,3/26/2013,Cliffside
12945,Jessica,Bailey,Jessica Bailey,Female,134,5/17/2013,N. Vancouver
12946,Seth,Allen,Seth Allen,Male,172,9/17/2013,Puyallup
12947,Isaiah,Sanchez,Isaiah Sanchez,Male,137,12/30/2011,Bellflower
12948,Adam,Kumar,Adam Kumar,Male,113,2/14/2013,Glendale
12949,Morgan,Rivera,Morgan Rivera,Female,143,1/10/2012,Salem
12950,Mary,Adams,Mary Adams,Female,172,1/26/2012,Milwaukie
12951,Blake,Simmons,Blake Simmons,Male,126,3/29/2013,W. Linn
12952,Jennifer,Hughes,Jennifer Hughes,Female,160,8/13/2013,Lemon Grove
12953,Catherine,Cooper,Catherine Cooper,Female,149,4/18/2013,Spokane
12954,Pedro,Diaz,Pedro Diaz,Male,148,5/18/2013,Burien
12955,Theresa,Hernandez,Theresa Hernandez,Female,197,11/18/2013,Burlingame
12956,Marshall,Sun,Marshall Sun,Male,182,6/29/2013,Cincinnati
12957,Isabella,Lopez,Isabella Lopez,Female,194,5/15/2013,Spring Valley
12958,Jennifer,Campbell,Jennifer Campbell,Female,144,9/22/2013,Spokane
12959,Sydney,Carter,Sydney Carter,Female,183,7/9/2013,Shawnee
12960,Ashley,Lewis,Ashley Lewis,Female,133,4/6/2013,Torrance
12961,Kimberly,Murphy,Kimberly Murphy,Female,114,11/4/2013,Beaverton
12962,Jennifer,Edwards,Jennifer Edwards,Female,117,10/25/2013,Newport Beach
12963,Marcus,Anderson,Marcus Anderson,Male,196,12/8/2013,Oregon City
12964,Xavier,Russell,Xavier Russell,Male,140,4/13/2013,Sooke
12965,Cody,Bell,Cody Bell,Male,119,2/4/2013,National City
12966,Dennis,Zhu,Dennis Zhu,Male,129,7/5/2013,Beverly Hills
12967,Fernando,Rodriguez,Fernando Rodriguez,Male,117,6/9/2013,Lincoln Acres
12968,Paige,Butler,Paige Butler,Female,135,11/23/2013,W. Linn
12969,Richard,Rodriguez,Richard Rodriguez,Male,181,5/15/2013,Vancouver
12970,Angela,Powell,Angela Powell,Female,196,4/30/2013,Vancouver
12971,Carl,Nara,Carl Nara,Male,172,7/11/2013,Colma
12972,Carolyn,Suri,Carolyn Suri,Female,127,5/21/2013,Cliffside
12973,Adrian,Howard,Adrian Howard,Male,183,10/24/2013,Redmond
12974,Marc,Gill,Marc Gill,Male,114,1/15/2014,Chula Vista
12975,Marcus,Wilson,Marcus Wilson,Male,180,1/10/2012,Coronado
12976,Hunter,Thompson,Hunter Thompson,Male,163,9/2/2013,Long Beach
12977,Destiny,Johnson,Destiny Johnson,Female,124,3/6/2013,Los Angeles
12978,Danielle,James,Danielle James,Female,144,7/5/2013,Burbank
12979,Christina,Ward,Christina Ward,Female,199,2/20/2013,Spokane
12980,Max,Moyer,Max Moyer,Male,126,1/5/2012,Burien
12981,Joe,Sanz,Joe Sanz,Male,156,1/20/2012,Burlingame
12982,Brittany,Patterson,Brittany Patterson,Female,186,8/30/2013,Coronado
12983,Gabriella,Carter,Gabriella Carter,Female,178,3/3/2013,Imperial Beach
12984,Adam,Young,Adam Young,Male,183,2/3/2013,Royal Oak
12985,Hailey,Roberts,Hailey Roberts,Female,114,7/19/2013,Long Beach
12986,Rachel,Garcia,Rachel Garcia,Female,199,3/6/2013,Port Hammond
12987,Felicia,Moreno,Felicia Moreno,Female,184,4/16/2012,Sunbury
12988,Barbara,Goel,Barbara Goel,Female,137,3/31/2012,Lane Cove
12989,Carly,Goel,Carly Goel,Female,118,3/31/2012,Darlinghurst
12990,Leslie,Hernandez,Leslie Hernandez,Female,128,4/17/2012,Hervey Bay
12991,Jésus,Serrano,Jésus Serrano,Male,170,4/17/2012,Darlinghurst
12992,Ernest,Zeng,Ernest Zeng,Male,128,3/23/2013,Perth
12993,Xavier,Henderson,Xavier Henderson,Male,125,4/5/2013,Hobart
12994,Anna,Martinez,Anna Martinez,Female,148,4/27/2012,Townsville
12995,Grant,Nara,Grant Nara,Male,153,4/16/2012,Port Macquarie
12996,Jaclyn,Liu,Jaclyn Liu,Female,176,4/21/2012,Cloverdale
12997,Nina,Xie,Nina Xie,Female,115,7/5/2013,Darlinghurst
12998,Mayra,Mehta,Mayra Mehta,Female,111,3/31/2012,Matraville
12999,Nichole,Shen,Nichole Shen,Female,179,4/22/2012,Malabar
13000,Rafael,Raje,Rafael Raje,Male,183,4/9/2012,Hobart
13001,Clarence,Zhang,Clarence Zhang,Male,167,4/23/2012,Sunbury
13002,Roger,Cai,Roger Cai,Male,194,2/25/2013,Rhodes
13003,Jill,Hernandez,Jill Hernandez,Female,197,3/11/2013,Hervey Bay
13004,Randy,Chen,Randy Chen,Male,161,6/22/2013,Darlinghurst
13005,Desiree,Alvarez,Desiree Alvarez,Female,147,8/15/2013,Gold Coast
13006,Whitney,Rana,Whitney Rana,Female,156,4/23/2012,Geelong
13007,Brooke,Ward,Brooke Ward,Female,180,4/5/2012,Townsville
13008,Alberto,Muñoz,Alberto Muñoz,Male,148,8/17/2013,Geelong
13009,Mindy,She,Mindy She,Female,174,9/17/2013,Melbourne
13010,Erica,Ye,Erica Ye,Female,175,4/27/2012,Townsville
13011,Anne,Ortega,Anne Ortega,Female,122,4/19/2012,Geelong
13012,Krystal,Hu,Krystal Hu,Female,165,4/19/2012,Goulburn
13013,Vincent,Ye,Vincent Ye,Male,146,9/27/2013,Rockhampton
13014,James,Clark,James Clark,Male,177,5/6/2013,Edmonds
13015,Rebecca,Parker,Rebecca Parker,Female,190,1/28/2013,Lake Oswego
13016,Antonio,Bryant,Antonio Bryant,Male,188,1/11/2012,Walla Walla
13017,Xavier,Alexander,Xavier Alexander,Male,199,8/19/2013,Concord
13018,Brendan,Xie,Brendan Xie,Male,134,3/30/2012,Matraville
13019,Destiny,Murphy,Destiny Murphy,Female,171,1/12/2012,San Carlos
13020,Madalena,Sanchez,Madalena Sanchez,Male,100,4/1/2012,Lavender Bay
13021,Kendra,Diaz,Kendra Diaz,Female,188,4/17/2012,Milsons Point
13022,Rafael,Ma,Rafael Ma,Male,118,3/31/2012,East Brisbane
13023,Dominique,Raman,Dominique Raman,Female,152,9/7/2013,Malabar
13024,Marc,Moreno,Marc Moreno,Male,122,4/16/2012,Seaford
13025,Reginald,Serrano,Reginald Serrano,Male,118,4/11/2012,Wollongong
13026,Colleen,Zheng,Colleen Zheng,Female,174,6/27/2013,Milsons Point
13027,Jeremy,Patterson,Jeremy Patterson,Male,142,8/11/2013,Port Hammond
13028,Dalton,Thompson,Dalton Thompson,Male,185,12/22/2013,Lynnwood
13029,Jennifer,Foster,Jennifer Foster,Female,149,1/20/2012,Port Orchard
13030,Sophia,Lopez,Sophia Lopez,Female,170,9/9/2013,Coronado
13031,Hunter,Shan,Hunter Shan,Male,115,3/25/2013,Lemon Grove
13032,Kevin,Baker,Kevin Baker,Male,119,12/31/2011,National City
13033,Xavier,Gonzalez,Xavier Gonzalez,Male,195,1/17/2014,Oakland
13034,Kelsey,Yuan,Kelsey Yuan,Female,116,6/7/2013,Goulburn
13035,Kristy,Torres,Kristy Torres,Female,130,4/21/2012,Rockhampton
13036,Virginia,Subram,Virginia Subram,Female,115,4/8/2012,Rhodes
13037,Terrence,Pal,Terrence Pal,Male,156,4/28/2013,Milsons Point
13038,Wilson,Pais,Wilson Pais,Male,112,4/11/2012,Lane Cove
13039,Trisha,Ma,Trisha Ma,Female,181,12/31/2011,Coronado
13040,Roy,Gonzalez,Roy Gonzalez,Male,129,11/20/2013,East Brisbane
13041,Cameron,Brown,Cameron Brown,Male,131,4/4/2013,Melbourne
13042,Alison,Pal,Alison Pal,Female,149,5/23/2013,Gold Coast
13043,Brenda,Madan,Brenda Madan,Female,180,4/11/2013,Cranbourne
13044,Katrina,Jai,Katrina Jai,Female,147,7/24/2013,Geelong
13045,Anne,Gomez,Anne Gomez,Female,161,4/10/2013,Sunbury
13046,Jonathan,Rodriguez,Jonathan Rodriguez,Male,113,3/19/2013,Brisbane
13047,Rodney,Vazquez,Rodney Vazquez,Male,190,8/25/2013,Sunbury
13048,Alexis,Hayes,Alexis Hayes,Female,125,5/28/2013,Melbourne
13049,Autumn,Wang,Autumn Wang,Female,134,4/22/2012,Gold Coast
13050,Dennis,Zeng,Dennis Zeng,Male,135,4/19/2012,Cloverdale
13051,Ethan,Jones,Ethan Jones,Male,142,4/11/2012,Goulburn
13052,Jared,Morris,Jared Morris,Male,125,5/5/2013,Beaverton
13053,Vincent,Lu,Vincent Lu,Male,119,3/7/2013,Bellingham
13054,Bryce,Ward,Bryce Ward,Male,112,12/12/2013,Burien
13055,Patrick,Gray,Patrick Gray,Male,159,1/13/2012,Lebanon
13056,Morgan,Blue,Morgan Blue,Female,127,1/6/2012,Woodburn
13057,Destiny,Powell,Destiny Powell,Female,190,1/6/2012,Berkeley
13058,Ramon,Huang,Ramon Huang,Male,194,1/17/2012,Chula Vista
13059,Keith,Deng,Keith Deng,Male,122,1/1/2012,Colma
13060,Eugene,Zhu,Eugene Zhu,Male,155,1/4/2012,Concord
13061,Ethan,Anderson,Ethan Anderson,Male,130,9/6/2013,Oakland
13062,Eduardo,Williams,Eduardo Williams,Male,193,12/29/2011,Olympia
13063,Jessica,Johnson,Jessica Johnson,Female,112,1/8/2012,Olympia
13064,Dalton,Parker,Dalton Parker,Male,190,1/19/2012,Bremerton
13065,Morgan,Gonzalez,Morgan Gonzalez,Female,113,6/7/2013,Oak Bay
13066,Carson,Perry,Carson Perry,Male,145,1/16/2012,Lake Oswego
13067,Olivia,Garcia,Olivia Garcia,Female,179,1/19/2012,Burien
13068,Alexandria,Morris,Alexandria Morris,Female,112,1/9/2012,Bellflower
13069,Adam,Green,Adam Green,Male,196,1/14/2012,Bellingham
13070,Emma,Clark,Emma Clark,Female,135,3/18/2013,Lake Oswego
13071,Thomas,Walker,Thomas Walker,Male,112,5/28/2013,Victoria
13072,Emma,Rogers,Emma Rogers,Female,168,6/29/2013,Lebanon
13073,Sydney,Lopez,Sydney Lopez,Female,185,11/6/2013,Santa Cruz
13074,Grace,Hughes,Grace Hughes,Female,182,5/2/2013,Spring Valley
13075,Kelvin,Lin,Kelvin Lin,Male,197,4/21/2012,Bendigo
13076,Craig,Munoz,Craig Munoz,Male,183,4/21/2012,Perth
13077,Alejandro,Goel,Alejandro Goel,Male,117,4/22/2012,Rhodes
13078,Michele,Chande,Michele Chande,Female,188,4/6/2012,Silverwater
13079,Edwin,Bhat,Edwin Bhat,Male,137,4/24/2012,South Melbourne
13080,Denise,Mehta,Denise Mehta,Female,164,5/5/2012,Perth
13081,Krista,Ruiz,Krista Ruiz,Female,127,5/27/2012,Hervey Bay
13082,Juan,Peterson,Juan Peterson,Male,174,5/7/2012,Cranbourne
13083,Jordyn,Butler,Jordyn Butler,Female,165,1/11/2012,Walla Walla
13084,Luis,Hughes,Luis Hughes,Male,168,6/9/2013,Oak Bay
13085,Daniel,Harris,Daniel Harris,Male,119,1/1/2012,Bremerton
13086,Blake,Nelson,Blake Nelson,Male,193,1/24/2012,Lynnwood
13087,Jeremy,Collins,Jeremy Collins,Male,186,1/26/2012,Oregon City
13088,Megan,Powell,Megan Powell,Female,130,1/28/2012,Sedro Woolley
13089,Elizabeth,Alexander,Elizabeth Alexander,Female,193,5/19/2012,Townsville
13090,Wayne,Tang,Wayne Tang,Male,178,6/22/2012,Townsville
13091,Deanna,Martin,Deanna Martin,Female,170,6/24/2012,Caloundra
13092,William,Walker,William Walker,Male,145,2/26/2013,Palo Alto
13093,Michelle,James,Michelle James,Female,167,1/2/2012,Olympia
13094,Antonio,Diaz,Antonio Diaz,Male,172,1/9/2014,Woodland Hills
13095,Jordan,Griffin,Jordan Griffin,Male,138,2/9/2013,Shawnee
13096,Jonathan,Chen,Jonathan Chen,Male,125,10/15/2013,Haney
13097,Dalton,Hughes,Dalton Hughes,Male,166,4/8/2013,Colma
13098,Miguel,Russell,Miguel Russell,Male,169,5/8/2013,Everett
13099,Jay,Romero,Jay Romero,Male,126,5/3/2013,Campbellsville
13100,Jeremy,Perez,Jeremy Perez,Male,119,4/17/2013,Novato
13101,Alex,Sanchez,Alex Sanchez,Male,179,4/3/2013,Langley
13102,Mariah,Bryant,Mariah Bryant,Female,153,4/8/2013,Milwaukie
13103,Brendan,Raji,Brendan Raji,Male,147,6/26/2012,Geelong
13104,Gregory,Becker,Gregory Becker,Male,173,6/10/2012,Darlinghurst
13105,Whitney,Kovár,Whitney Kovár,Female,164,6/10/2012,Bendigo
13106,Ebony,Munoz,Ebony Munoz,Female,113,6/16/2012,Malabar
13107,Mary,Nelson,Mary Nelson,Female,172,6/3/2012,Brisbane
13108,Curtis,Wang,Curtis Wang,Male,117,6/18/2012,Bendigo
13109,Cheryl,Navarro,Cheryl Navarro,Female,190,6/18/2012,Caloundra
13110,Levi,Mehta,Levi Mehta,Male,161,6/4/2012,Lane Cove
13111,Hannah,Butler,Hannah Butler,Female,136,6/29/2012,Wollongong
13112,Bianca,Gao,Bianca Gao,Female,181,6/10/2012,North Sydney
13113,Bryant,Sanchez,Bryant Sanchez,Male,151,6/15/2012,Goulburn
13114,Claudia,Zhang,Claudia Zhang,Female,126,5/31/2012,Milsons Point
13115,Clarence,Wu,Clarence Wu,Male,164,6/26/2012,North Sydney
13116,Tyrone,Diaz,Tyrone Diaz,Male,152,3/14/2013,North Sydney
13117,Evelyn,Rodriguez,Evelyn Rodriguez,Female,122,6/2/2012,Sydney
13118,Sydney,Cook,Sydney Cook,Female,124,6/22/2012,Cranbourne
